time,animal_id,x,y,distance,average_speed,average_acceleration,direction
334,811,295.54,427.97,0,0,0,0
335,811,294.14,428.05,0,0,0,0
336,811,292.68,428.06,0,0,0,0
337,811,291.26,427.99,0,0,0,0
338,811,289.82,427.88,0,0,0,0
339,811,288.28,427.7,0,0,0,0
340,811,286.79,427.48,0,0,0,0
341,811,285.36,427.37,0,0,0,0
342,811,284.09,427.24,0,0,0,0
343,811,282.9,427.13,0,0,0,0
344,811,281.72,427.08,0,0,0,0
345,811,280.48,426.95,0,0,0,0
346,811,279.29,426.85,0,0,0,0
347,811,278.28,426.84,0,0,0,0
348,811,277.21,426.78,0,0,0,0
349,811,275.99,426.66,0,0,0,0
350,811,274.55,426.33,0,0,0,0
351,811,272.83,425.8,0,0,0,0
352,811,270.78,425.22,0,0,0,0
353,811,268.56,424.45,0,0,0,0
354,811,266.26,423.69,0,0,0,0
355,811,263.78,422.95,0,0,0,0
356,811,261.18,422.07,0,0,0,0
357,811,258.47,421.13,0,0,0,0
358,811,255.74,420.22,0,0,0,0
359,811,253.04,419.21,0,0,0,0
360,811,250.6,418.2,0,0,0,0
361,811,248.5,417.2,0,0,0,0
362,811,246.44,416.06,0,0,0,0
363,811,244.48,414.99,0,0,0,0
364,811,242.6,413.83,0,0,0,0
365,811,240.55,412.34,0,0,0,0
366,811,238.49,410.7,0,0,0,0
367,811,236.63,408.95,0,0,0,0
368,811,234.78,407.3,0,0,0,0
369,811,232.87,405.62,0,0,0,0
370,811,230.81,403.87,0,0,0,0
371,811,228.54,402.1,0,0,0,0
372,811,226.05,400.29,0,0,0,0
373,811,223.41,398.43,0,0,0,0
374,811,220.78,396.57,0,0,0,0
375,811,218.14,394.84,0,0,0,0
376,811,215.56,393.35,0,0,0,0
377,811,213.04,392.12,0,0,0,0
378,811,210.47,390.83,0,0,0,0
379,811,207.75,389.34,0,0,0,0
380,811,205.05,387.85,0,0,0,0
381,811,202.61,386.47,0,0,0,0
382,811,200.17,385.09,0,0,0,0
383,811,197.75,383.67,0,0,0,0
384,811,195.35,382.24,0,0,0,0
385,811,192.91,380.8,0,0,0,0
386,811,190.48,379.31,0,0,0,0
387,811,188.17,377.89,0,0,0,0
388,811,185.9,376.5,0,0,0,0
389,811,183.63,375.19,0,0,0,0
390,811,181.49,373.97,0,0,0,0
391,811,179.25,372.73,0,0,0,0
392,811,176.92,371.45,0,0,0,0
393,811,174.54,370.13,0,0,0,0
394,811,172.04,368.66,0,0,0,0
395,811,169.69,367.25,0,0,0,0
396,811,167.33,365.83,0,0,0,0
397,811,164.98,364.55,0,0,0,0
398,811,162.72,363.32,0,0,0,0
399,811,160.47,362.13,0,0,0,0
400,811,158.25,360.96,0,0,0,0
401,811,155.98,359.89,0,0,0,0
402,811,153.59,358.81,0,0,0,0
403,811,151.09,357.7,0,0,0,0
404,811,148.71,356.65,0,0,0,0
405,811,146.25,355.49,0,0,0,0
406,811,143.75,354.4,0,0,0,0
407,811,141.17,353.39,0,0,0,0
408,811,138.59,352.45,0,0,0,0
409,811,136.2,351.81,0,0,0,0
410,811,133.86,351.35,0,0,0,0
411,811,131.6,351.1,0,0,0,0
412,811,129.42,351.02,0,0,0,0
413,811,127.35,351.03,0,0,0,0
414,811,125.36,351.21,0,0,0,0
415,811,123.47,351.53,0,0,0,0
416,811,121.82,351.86,0,0,0,0
417,811,120.36,352.28,0,0,0,0
418,811,119.14,352.8,0,0,0,0
