time,animal_id,x,y,distance,average_speed,average_acceleration,direction
667,607,116.18,254.46,0,0,0,0
668,607,117.69,251.64,0,0,0,0
669,607,119.3,248.75,0,0,0,0
670,607,120.86,245.76,0,0,0,0
671,607,122.41,242.93,0,0,0,0
672,607,123.91,240.17,0,0,0,0
673,607,125.45,237.53,0,0,0,0
674,607,127.01,234.71,0,0,0,0
675,607,128.67,231.83,0,0,0,0
676,607,130.4,228.77,0,0,0,0
677,607,132.04,225.76,0,0,0,0
678,607,133.6,222.82,0,0,0,0
679,607,135.17,219.86,0,0,0,0
680,607,136.77,216.88,0,0,0,0
681,607,138.52,213.75,0,0,0,0
682,607,140.17,210.56,0,0,0,0
683,607,141.91,207.42,0,0,0,0
684,607,143.79,204.19,0,0,0,0
685,607,145.83,201.02,0,0,0,0
686,607,147.99,197.66,0,0,0,0
687,607,150.28,194.22,0,0,0,0
688,607,152.54,190.76,0,0,0,0
689,607,154.93,187.37,0,0,0,0
690,607,157.29,184.03,0,0,0,0
691,607,159.58,180.73,0,0,0,0
692,607,161.88,177.49,0,0,0,0
693,607,164.16,174.18,0,0,0,0
694,607,166.25,171.08,0,0,0,0
695,607,168.19,167.98,0,0,0,0
696,607,170.09,164.95,0,0,0,0
697,607,172.25,161.95,0,0,0,0
698,607,174.73,158.84,0,0,0,0
699,607,177.4,155.63,0,0,0,0
700,607,180.23,152.48,0,0,0,0
701,607,183.12,149.45,0,0,0,0
702,607,185.96,146.61,0,0,0,0
703,607,188.87,143.9,0,0,0,0
704,607,191.75,141.28,0,0,0,0
705,607,194.59,138.68,0,0,0,0
706,607,197.35,136.19,0,0,0,0
707,607,199.98,133.82,0,0,0,0
708,607,202.4,131.73,0,0,0,0
709,607,204.75,129.67,0,0,0,0
710,607,207.08,127.71,0,0,0,0
711,607,209.4,125.9,0,0,0,0
712,607,211.69,124.12,0,0,0,0
713,607,213.89,122.41,0,0,0,0
714,607,216.06,120.84,0,0,0,0
715,607,218.03,119.41,0,0,0,0
716,607,219.76,118.08,0,0,0,0
717,607,221.45,116.79,0,0,0,0
718,607,223.06,115.54,0,0,0,0
719,607,224.63,114.22,0,0,0,0
720,607,226.24,112.8,0,0,0,0
721,607,227.89,111.43,0,0,0,0
722,607,229.42,110.11,0,0,0,0
723,607,230.88,108.8,0,0,0,0
724,607,232.33,107.53,0,0,0,0
725,607,233.78,106.32,0,0,0,0
726,607,235.29,105.05,0,0,0,0
727,607,236.82,103.86,0,0,0,0
728,607,238.27,102.77,0,0,0,0
729,607,239.76,101.72,0,0,0,0
730,607,241.39,100.63,0,0,0,0
731,607,243.21,99.54,0,0,0,0
732,607,245.16,98.41,0,0,0,0
733,607,247.04,97.27,0,0,0,0
734,607,249.04,96.08,0,0,0,0
735,607,251.16,94.92,0,0,0,0
736,607,253.44,93.78,0,0,0,0
737,607,256.0,92.55,0,0,0,0
738,607,258.78,91.31,0,0,0,0
739,607,261.65,90.06,0,0,0,0
740,607,264.61,88.8,0,0,0,0
741,607,267.64,87.61,0,0,0,0
742,607,270.82,86.45,0,0,0,0
743,607,274.34,85.25,0,0,0,0
744,607,277.79,84.01,0,0,0,0
745,607,281.34,82.81,0,0,0,0
746,607,285.04,81.59,0,0,0,0
747,607,288.81,80.51,0,0,0,0
748,607,292.97,79.41,0,0,0,0
749,607,297.31,78.34,0,0,0,0
750,607,301.84,77.4,0,0,0,0
751,607,306.59,76.43,0,0,0,0
752,607,311.47,75.51,0,0,0,0
753,607,316.48,74.6,0,0,0,0
754,607,321.58,73.67,0,0,0,0
755,607,326.71,72.72,0,0,0,0
756,607,331.72,71.76,0,0,0,0
757,607,336.52,70.75,0,0,0,0
758,607,341.02,69.55,0,0,0,0
759,607,345.52,68.37,0,0,0,0
760,607,349.76,67.03,0,0,0,0
761,607,353.86,65.65,0,0,0,0
762,607,358.03,64.28,0,0,0,0
763,607,362.27,62.93,0,0,0,0
764,607,366.72,61.69,0,0,0,0
765,607,371.52,60.47,0,0,0,0
766,607,376.6,59.33,0,0,0,0
767,607,381.89,58.3,0,0,0,0
768,607,387.13,57.34,0,0,0,0
769,607,392.02,56.53,0,0,0,0
770,607,396.58,55.88,0,0,0,0
771,607,400.74,55.26,0,0,0,0
772,607,404.46,54.68,0,0,0,0
773,607,407.45,54.19,0,0,0,0
774,607,409.57,53.7,0,0,0,0
775,607,411.27,53.3,0,0,0,0
776,607,412.67,52.96,0,0,0,0
777,607,413.92,52.52,0,0,0,0
778,607,415.04,52.11,0,0,0,0
779,607,416.26,51.69,0,0,0,0
780,607,417.7,51.35,0,0,0,0
781,607,419.34,51.04,0,0,0,0
782,607,421.2,50.82,0,0,0,0
783,607,423.12,50.7,0,0,0,0
784,607,425.22,50.69,0,0,0,0
785,607,427.26,50.73,0,0,0,0
786,607,429.31,50.88,0,0,0,0
787,607,431.18,51.14,0,0,0,0
788,607,432.89,51.52,0,0,0,0
789,607,434.31,51.9,0,0,0,0
790,607,435.45,52.24,0,0,0,0
791,607,436.36,52.56,0,0,0,0
792,607,437.15,52.92,0,0,0,0
793,607,437.92,53.21,0,0,0,0
794,607,438.75,53.55,0,0,0,0
795,607,439.64,53.82,0,0,0,0
796,607,440.6,54.14,0,0,0,0
797,607,441.45,54.38,0,0,0,0
798,607,442.32,54.68,0,0,0,0
799,607,443.22,54.95,0,0,0,0
800,607,444.17,55.15,0,0,0,0
801,607,445.18,55.36,0,0,0,0
802,607,446.17,55.57,0,0,0,0
803,607,447.13,55.8,0,0,0,0
804,607,448.1,56.14,0,0,0,0
805,607,449.09,56.6,0,0,0,0
806,607,450.2,57.13,0,0,0,0
807,607,451.4,57.82,0,0,0,0
808,607,452.87,58.79,0,0,0,0
809,607,454.58,60.0,0,0,0,0
810,607,456.42,61.43,0,0,0,0
811,607,458.45,62.99,0,0,0,0
812,607,460.7,64.59,0,0,0,0
813,607,463.05,66.18,0,0,0,0
814,607,465.33,67.54,0,0,0,0
815,607,467.51,68.71,0,0,0,0
816,607,469.53,69.7,0,0,0,0
817,607,471.44,70.49,0,0,0,0
818,607,473.23,70.95,0,0,0,0
819,607,474.95,71.06,0,0,0,0
820,607,476.43,70.85,0,0,0,0
821,607,477.9,70.5,0,0,0,0
822,607,479.54,70.06,0,0,0,0
823,607,481.39,69.63,0,0,0,0
824,607,483.49,69.14,0,0,0,0
825,607,485.85,68.71,0,0,0,0
826,607,488.34,68.2,0,0,0,0
827,607,490.92,67.76,0,0,0,0
828,607,493.59,67.39,0,0,0,0
829,607,496.44,67.16,0,0,0,0
830,607,499.5,67.09,0,0,0,0
831,607,502.8,67.13,0,0,0,0
832,607,506.24,67.14,0,0,0,0
833,607,509.65,67.11,0,0,0,0
834,607,512.89,67.09,0,0,0,0
835,607,516.11,67.16,0,0,0,0
836,607,519.34,67.37,0,0,0,0
837,607,522.49,67.79,0,0,0,0
838,607,525.48,68.37,0,0,0,0
839,607,528.24,69.04,0,0,0,0
840,607,530.67,69.72,0,0,0,0
841,607,532.93,70.51,0,0,0,0
842,607,535.01,71.4,0,0,0,0
843,607,536.98,72.24,0,0,0,0
844,607,538.77,73.04,0,0,0,0
845,607,540.45,73.73,0,0,0,0
846,607,541.95,74.2,0,0,0,0
847,607,543.25,74.54,0,0,0,0
848,607,544.44,74.8,0,0,0,0
849,607,545.46,75.0,0,0,0,0
850,607,546.42,75.14,0,0,0,0
851,607,547.22,75.32,0,0,0,0
852,607,548.03,75.48,0,0,0,0
853,607,548.78,75.63,0,0,0,0
854,607,549.53,75.76,0,0,0,0
855,607,550.35,75.94,0,0,0,0
856,607,551.18,76.16,0,0,0,0
857,607,552.14,76.36,0,0,0,0
858,607,553.17,76.62,0,0,0,0
859,607,554.35,76.9,0,0,0,0
860,607,555.66,77.15,0,0,0,0
861,607,557.07,77.49,0,0,0,0
862,607,558.58,77.8,0,0,0,0
863,607,560.24,78.18,0,0,0,0
864,607,562.13,78.72,0,0,0,0
