time,animal_id,x,y,distance,average_speed,average_acceleration,direction
334,905,246.56,429.52,0,0,0,0
335,905,244.51,429.1,0,0,0,0
336,905,242.33,428.54,0,0,0,0
337,905,239.97,427.9,0,0,0,0
338,905,237.49,427.17,0,0,0,0
339,905,234.84,426.37,0,0,0,0
340,905,232.18,425.57,0,0,0,0
341,905,229.47,424.71,0,0,0,0
342,905,226.89,423.88,0,0,0,0
343,905,224.42,423.07,0,0,0,0
344,905,222.01,422.38,0,0,0,0
345,905,219.73,421.78,0,0,0,0
346,905,217.54,421.23,0,0,0,0
347,905,215.47,420.74,0,0,0,0
348,905,213.46,420.27,0,0,0,0
349,905,211.44,419.82,0,0,0,0
350,905,209.46,419.36,0,0,0,0
351,905,207.49,418.9,0,0,0,0
352,905,205.56,418.44,0,0,0,0
353,905,203.66,418.04,0,0,0,0
354,905,201.88,417.64,0,0,0,0
355,905,200.13,417.28,0,0,0,0
356,905,198.61,416.97,0,0,0,0
357,905,197.22,416.72,0,0,0,0
358,905,195.93,416.45,0,0,0,0
359,905,194.8,416.21,0,0,0,0
360,905,193.67,415.93,0,0,0,0
361,905,192.6,415.71,0,0,0,0
362,905,191.58,415.53,0,0,0,0
363,905,190.55,415.27,0,0,0,0
364,905,189.46,414.97,0,0,0,0
365,905,188.23,414.66,0,0,0,0
366,905,186.71,414.24,0,0,0,0
367,905,184.94,413.78,0,0,0,0
368,905,182.86,413.19,0,0,0,0
369,905,180.5,412.49,0,0,0,0
370,905,177.93,411.64,0,0,0,0
371,905,175.2,410.72,0,0,0,0
372,905,172.4,409.73,0,0,0,0
373,905,169.67,408.79,0,0,0,0
374,905,166.96,407.86,0,0,0,0
375,905,164.38,406.96,0,0,0,0
376,905,162.04,406.08,0,0,0,0
377,905,159.88,405.24,0,0,0,0
378,905,157.84,404.42,0,0,0,0
379,905,156.0,403.66,0,0,0,0
380,905,154.25,402.83,0,0,0,0
381,905,152.69,402.01,0,0,0,0
