time,animal_id,x,y,distance,average_speed,average_acceleration,direction
334,511,371.9,444.74,0,0,0,0
335,511,371.02,445.27,0,0,0,0
336,511,370.11,445.86,0,0,0,0
337,511,369.29,446.42,0,0,0,0
338,511,368.49,447.02,0,0,0,0
339,511,367.68,447.65,0,0,0,0
340,511,366.86,448.24,0,0,0,0
341,511,366.13,448.82,0,0,0,0
342,511,365.36,449.41,0,0,0,0
343,511,364.54,450.0,0,0,0,0
344,511,363.73,450.59,0,0,0,0
345,511,362.95,451.18,0,0,0,0
346,511,362.23,451.76,0,0,0,0
347,511,361.49,452.35,0,0,0,0
348,511,360.81,452.94,0,0,0,0
349,511,360.11,453.53,0,0,0,0
350,511,359.46,454.12,0,0,0,0
351,511,358.84,454.66,0,0,0,0
352,511,358.13,455.29,0,0,0,0
353,511,357.5,455.86,0,0,0,0
354,511,356.92,456.43,0,0,0,0
355,511,356.42,457.05,0,0,0,0
356,511,355.9,457.76,0,0,0,0
357,511,355.48,458.52,0,0,0,0
358,511,355.17,459.24,0,0,0,0
359,511,355.01,459.96,0,0,0,0
360,511,354.92,460.65,0,0,0,0
361,511,354.88,461.28,0,0,0,0
362,511,354.93,461.87,0,0,0,0
363,511,354.96,462.29,0,0,0,0
364,511,355.02,462.63,0,0,0,0
365,511,354.98,462.78,0,0,0,0
366,511,354.88,462.94,0,0,0,0
367,511,354.8,462.91,0,0,0,0
368,511,354.58,462.88,0,0,0,0
369,511,354.31,462.87,0,0,0,0
370,511,354.03,462.85,0,0,0,0
371,511,353.73,462.75,0,0,0,0
372,511,353.46,462.55,0,0,0,0
373,511,353.13,462.33,0,0,0,0
374,511,352.64,461.99,0,0,0,0
375,511,352.04,461.61,0,0,0,0
376,511,351.34,461.2,0,0,0,0
377,511,350.48,460.69,0,0,0,0
378,511,349.57,460.19,0,0,0,0
379,511,348.49,459.58,0,0,0,0
380,511,347.37,459.11,0,0,0,0
381,511,346.15,458.6,0,0,0,0
382,511,344.87,458.16,0,0,0,0
383,511,343.53,457.68,0,0,0,0
384,511,342.17,457.18,0,0,0,0
385,511,340.84,456.69,0,0,0,0
386,511,339.39,456.1,0,0,0,0
387,511,337.68,455.38,0,0,0,0
388,511,335.69,454.48,0,0,0,0
389,511,333.65,453.6,0,0,0,0
390,511,331.41,452.65,0,0,0,0
391,511,328.89,451.56,0,0,0,0
392,511,326.02,450.32,0,0,0,0
393,511,322.74,449.02,0,0,0,0
394,511,319.17,447.73,0,0,0,0
395,511,315.39,446.39,0,0,0,0
396,511,311.46,445.16,0,0,0,0
397,511,307.33,443.92,0,0,0,0
398,511,303.18,442.8,0,0,0,0
399,511,299.04,441.78,0,0,0,0
400,511,294.76,440.74,0,0,0,0
401,511,290.61,439.82,0,0,0,0
402,511,286.64,439.02,0,0,0,0
