time,animal_id,x,y,distance,average_speed,average_acceleration,direction
1,511,369.99,428.78,0,0,0,0
2,511,370.01,428.82,0,0,0,0
3,511,370.01,428.85,0,0,0,0
4,511,370.01,428.86,0,0,0,0
5,511,369.99,428.86,0,0,0,0
6,511,369.98,428.84,0,0,0,0
7,511,369.97,428.82,0,0,0,0
8,511,369.97,428.8,0,0,0,0
9,511,369.98,428.82,0,0,0,0
10,511,370.08,428.81,0,0,0,0
11,511,370.19,428.77,0,0,0,0
12,511,370.3,428.72,0,0,0,0
13,511,370.36,428.65,0,0,0,0
14,511,370.45,428.57,0,0,0,0
15,511,370.56,428.54,0,0,0,0
16,511,370.68,428.47,0,0,0,0
17,511,370.79,428.38,0,0,0,0
18,511,370.88,428.28,0,0,0,0
19,511,370.94,428.18,0,0,0,0
20,511,370.97,428.09,0,0,0,0
21,511,371.04,427.94,0,0,0,0
22,511,371.08,427.86,0,0,0,0
23,511,371.11,427.81,0,0,0,0
24,511,371.16,427.73,0,0,0,0
25,511,371.18,427.67,0,0,0,0
26,511,371.23,427.62,0,0,0,0
27,511,371.25,427.6,0,0,0,0
28,511,371.29,427.61,0,0,0,0
29,511,371.28,427.69,0,0,0,0
30,511,371.25,427.7,0,0,0,0
31,511,371.28,427.67,0,0,0,0
32,511,371.39,427.63,0,0,0,0
33,511,371.54,427.52,0,0,0,0
34,511,371.64,427.44,0,0,0,0
35,511,371.67,427.37,0,0,0,0
36,511,371.68,427.37,0,0,0,0
37,511,371.68,427.36,0,0,0,0
38,511,371.7,427.33,0,0,0,0
39,511,371.75,427.27,0,0,0,0
40,511,371.74,427.24,0,0,0,0
41,511,371.68,427.25,0,0,0,0
42,511,371.6,427.33,0,0,0,0
43,511,371.49,427.42,0,0,0,0
44,511,371.44,427.44,0,0,0,0
45,511,371.48,427.42,0,0,0,0
46,511,371.57,427.37,0,0,0,0
47,511,371.65,427.29,0,0,0,0
48,511,371.62,427.26,0,0,0,0
49,511,371.61,427.25,0,0,0,0
50,511,371.67,427.25,0,0,0,0
51,511,371.77,427.19,0,0,0,0
52,511,371.9,427.12,0,0,0,0
53,511,371.97,427.03,0,0,0,0
54,511,372.01,427.01,0,0,0,0
55,511,372.1,427.02,0,0,0,0
56,511,372.19,427.06,0,0,0,0
57,511,372.27,427.06,0,0,0,0
58,511,372.33,427.1,0,0,0,0
59,511,372.34,427.11,0,0,0,0
60,511,372.35,427.08,0,0,0,0
61,511,372.41,427.04,0,0,0,0
62,511,372.42,426.97,0,0,0,0
63,511,372.46,426.9,0,0,0,0
64,511,372.5,426.81,0,0,0,0
65,511,372.52,426.72,0,0,0,0
66,511,372.49,426.68,0,0,0,0
67,511,372.48,426.6,0,0,0,0
68,511,372.53,426.52,0,0,0,0
69,511,372.56,426.42,0,0,0,0
70,511,372.58,426.34,0,0,0,0
71,511,372.56,426.27,0,0,0,0
72,511,372.49,426.22,0,0,0,0
73,511,372.47,426.13,0,0,0,0
74,511,372.51,426.05,0,0,0,0
75,511,372.52,425.97,0,0,0,0
76,511,372.51,425.9,0,0,0,0
77,511,372.56,425.86,0,0,0,0
78,511,372.58,425.83,0,0,0,0
79,511,372.57,425.84,0,0,0,0
80,511,372.53,425.88,0,0,0,0
81,511,372.55,425.88,0,0,0,0
82,511,372.59,425.88,0,0,0,0
83,511,372.53,425.88,0,0,0,0
84,511,372.49,425.88,0,0,0,0
85,511,372.5,425.88,0,0,0,0
86,511,372.45,425.88,0,0,0,0
87,511,372.53,425.88,0,0,0,0
88,511,372.53,425.88,0,0,0,0
89,511,372.52,425.88,0,0,0,0
90,511,372.51,425.88,0,0,0,0
91,511,372.56,425.88,0,0,0,0
92,511,372.58,425.88,0,0,0,0
93,511,372.61,425.88,0,0,0,0
94,511,372.64,425.88,0,0,0,0
95,511,372.66,425.88,0,0,0,0
96,511,372.68,425.88,0,0,0,0
97,511,372.65,425.88,0,0,0,0
98,511,372.71,425.88,0,0,0,0
99,511,372.82,425.88,0,0,0,0
100,511,372.9,425.88,0,0,0,0
101,511,373.05,425.88,0,0,0,0
102,511,373.15,425.92,0,0,0,0
103,511,373.23,425.93,0,0,0,0
104,511,373.28,425.91,0,0,0,0
105,511,373.37,425.86,0,0,0,0
106,511,373.4,425.8,0,0,0,0
107,511,373.46,425.72,0,0,0,0
108,511,373.53,425.63,0,0,0,0
109,511,373.56,425.54,0,0,0,0
110,511,373.61,425.46,0,0,0,0
111,511,373.71,425.38,0,0,0,0
112,511,373.81,425.31,0,0,0,0
113,511,373.93,425.27,0,0,0,0
114,511,374.07,425.25,0,0,0,0
115,511,374.22,425.25,0,0,0,0
116,511,374.36,425.29,0,0,0,0
117,511,374.48,425.29,0,0,0,0
118,511,374.58,425.29,0,0,0,0
119,511,374.64,425.29,0,0,0,0
120,511,374.65,425.29,0,0,0,0
121,511,374.69,425.29,0,0,0,0
122,511,374.74,425.29,0,0,0,0
123,511,374.69,425.29,0,0,0,0
124,511,374.69,425.29,0,0,0,0
125,511,374.7,425.29,0,0,0,0
126,511,374.64,425.29,0,0,0,0
127,511,374.63,425.29,0,0,0,0
128,511,374.62,425.29,0,0,0,0
129,511,374.62,425.29,0,0,0,0
130,511,374.62,425.29,0,0,0,0
131,511,374.59,425.29,0,0,0,0
132,511,374.59,425.29,0,0,0,0
133,511,374.63,425.29,0,0,0,0
134,511,374.7,425.29,0,0,0,0
135,511,374.8,425.29,0,0,0,0
136,511,374.91,425.29,0,0,0,0
137,511,374.91,425.29,0,0,0,0
138,511,375.04,425.29,0,0,0,0
139,511,375.15,425.29,0,0,0,0
140,511,375.26,425.29,0,0,0,0
141,511,375.34,425.29,0,0,0,0
142,511,375.4,425.29,0,0,0,0
143,511,375.43,425.29,0,0,0,0
144,511,375.42,425.29,0,0,0,0
145,511,375.38,425.29,0,0,0,0
146,511,375.37,425.25,0,0,0,0
147,511,375.36,425.25,0,0,0,0
148,511,375.34,425.27,0,0,0,0
149,511,375.32,425.31,0,0,0,0
150,511,375.29,425.38,0,0,0,0
151,511,375.25,425.46,0,0,0,0
152,511,375.29,425.54,0,0,0,0
153,511,375.34,425.63,0,0,0,0
154,511,375.3,425.72,0,0,0,0
155,511,375.31,425.76,0,0,0,0
156,511,375.3,425.81,0,0,0,0
