time,animal_id,x,y,distance,average_speed,average_acceleration,direction
1,607,390.33,405.89,0,0,0,0
2,607,390.25,405.89,0,0,0,0
3,607,390.17,405.88,0,0,0,0
4,607,390.07,405.88,0,0,0,0
5,607,389.98,405.87,0,0,0,0
6,607,389.88,405.87,0,0,0,0
7,607,389.79,405.87,0,0,0,0
8,607,389.7,405.88,0,0,0,0
9,607,389.68,405.9,0,0,0,0
10,607,389.62,405.93,0,0,0,0
11,607,389.56,405.95,0,0,0,0
12,607,389.51,405.96,0,0,0,0
13,607,389.43,405.97,0,0,0,0
14,607,389.4,406.01,0,0,0,0
15,607,389.43,406.02,0,0,0,0
16,607,389.51,405.99,0,0,0,0
17,607,389.56,405.97,0,0,0,0
18,607,389.62,405.85,0,0,0,0
19,607,389.68,405.72,0,0,0,0
20,607,389.74,405.58,0,0,0,0
21,607,389.8,405.44,0,0,0,0
22,607,389.91,405.42,0,0,0,0
23,607,389.98,405.34,0,0,0,0
24,607,390.03,405.25,0,0,0,0
25,607,390.05,405.16,0,0,0,0
26,607,390.04,405.08,0,0,0,0
27,607,390.0,405.02,0,0,0,0
28,607,390.0,405.0,0,0,0,0
29,607,390.0,404.97,0,0,0,0
30,607,390.0,404.92,0,0,0,0
31,607,390.0,404.86,0,0,0,0
32,607,390.04,404.71,0,0,0,0
33,607,390.05,404.59,0,0,0,0
34,607,390.03,404.49,0,0,0,0
35,607,389.98,404.41,0,0,0,0
36,607,389.91,404.37,0,0,0,0
37,607,389.84,404.28,0,0,0,0
38,607,389.79,404.2,0,0,0,0
39,607,389.71,404.14,0,0,0,0
40,607,389.6,404.09,0,0,0,0
41,607,389.48,404.07,0,0,0,0
42,607,389.35,404.08,0,0,0,0
43,607,389.22,404.12,0,0,0,0
44,607,389.11,404.12,0,0,0,0
45,607,389.03,404.12,0,0,0,0
46,607,388.99,404.12,0,0,0,0
47,607,388.91,404.12,0,0,0,0
48,607,388.84,404.16,0,0,0,0
49,607,388.8,404.17,0,0,0,0
50,607,388.78,404.14,0,0,0,0
51,607,388.78,404.1,0,0,0,0
52,607,388.82,404.03,0,0,0,0
53,607,388.82,403.95,0,0,0,0
54,607,388.82,403.87,0,0,0,0
55,607,388.82,403.82,0,0,0,0
56,607,388.82,403.78,0,0,0,0
57,607,388.82,403.69,0,0,0,0
58,607,388.82,403.6,0,0,0,0
59,607,388.82,403.45,0,0,0,0
60,607,388.87,403.3,0,0,0,0
61,607,388.87,403.1,0,0,0,0
62,607,388.89,402.92,0,0,0,0
63,607,388.89,402.63,0,0,0,0
64,607,388.81,402.29,0,0,0,0
65,607,388.71,401.94,0,0,0,0
66,607,388.56,401.59,0,0,0,0
67,607,388.31,401.27,0,0,0,0
68,607,388.03,401.02,0,0,0,0
69,607,387.68,400.86,0,0,0,0
70,607,387.31,400.68,0,0,0,0
71,607,386.94,400.56,0,0,0,0
72,607,386.52,400.53,0,0,0,0
73,607,386.13,400.54,0,0,0,0
74,607,385.79,400.62,0,0,0,0
75,607,385.43,400.67,0,0,0,0
76,607,385.05,400.83,0,0,0,0
77,607,384.68,400.95,0,0,0,0
78,607,384.28,401.02,0,0,0,0
79,607,383.87,401.15,0,0,0,0
80,607,383.47,401.22,0,0,0,0
81,607,383.04,401.33,0,0,0,0
82,607,382.6,401.4,0,0,0,0
83,607,382.17,401.39,0,0,0,0
84,607,381.79,401.36,0,0,0,0
85,607,381.4,401.38,0,0,0,0
86,607,380.99,401.42,0,0,0,0
87,607,380.61,401.45,0,0,0,0
88,607,380.21,401.48,0,0,0,0
89,607,379.73,401.51,0,0,0,0
90,607,379.23,401.6,0,0,0,0
91,607,378.76,401.6,0,0,0,0
92,607,378.24,401.61,0,0,0,0
93,607,377.71,401.71,0,0,0,0
94,607,377.2,401.77,0,0,0,0
95,607,376.78,401.9,0,0,0,0
96,607,376.25,401.93,0,0,0,0
97,607,375.83,401.97,0,0,0,0
98,607,375.47,402.04,0,0,0,0
99,607,375.14,402.16,0,0,0,0
100,607,374.78,402.33,0,0,0,0
101,607,374.41,402.52,0,0,0,0
102,607,374.06,402.67,0,0,0,0
103,607,373.72,402.85,0,0,0,0
104,607,373.38,403.04,0,0,0,0
105,607,373.02,403.21,0,0,0,0
106,607,372.67,403.43,0,0,0,0
107,607,372.31,403.59,0,0,0,0
108,607,371.96,403.76,0,0,0,0
109,607,371.75,403.91,0,0,0,0
110,607,371.46,404.02,0,0,0,0
111,607,371.28,404.12,0,0,0,0
112,607,371.13,404.21,0,0,0,0
113,607,371.04,404.37,0,0,0,0
114,607,370.94,404.52,0,0,0,0
115,607,370.83,404.63,0,0,0,0
