time,animal_id,x,y,distance,average_speed,average_acceleration,direction
667,905,162.21,213.94,0,0,0,0
668,905,163.34,212.28,0,0,0,0
669,905,164.35,210.85,0,0,0,0
670,905,165.49,209.37,0,0,0,0
671,905,166.77,207.76,0,0,0,0
672,905,168.14,205.95,0,0,0,0
673,905,169.69,203.98,0,0,0,0
674,905,171.31,201.93,0,0,0,0
675,905,172.91,199.87,0,0,0,0
676,905,174.56,197.74,0,0,0,0
677,905,176.28,195.56,0,0,0,0
678,905,178.18,193.34,0,0,0,0
679,905,180.13,191.01,0,0,0,0
680,905,182.08,188.52,0,0,0,0
681,905,184.11,185.89,0,0,0,0
682,905,186.15,183.27,0,0,0,0
683,905,188.13,180.71,0,0,0,0
684,905,190.08,178.15,0,0,0,0
685,905,192.03,175.57,0,0,0,0
686,905,193.89,173.05,0,0,0,0
687,905,195.7,170.58,0,0,0,0
688,905,197.2,168.43,0,0,0,0
689,905,198.6,166.36,0,0,0,0
690,905,200.16,164.22,0,0,0,0
691,905,201.99,161.95,0,0,0,0
692,905,204.12,159.52,0,0,0,0
693,905,206.52,156.92,0,0,0,0
694,905,209.18,154.16,0,0,0,0
695,905,212.04,151.27,0,0,0,0
696,905,214.94,148.43,0,0,0,0
697,905,217.81,145.76,0,0,0,0
698,905,220.6,143.24,0,0,0,0
699,905,223.24,140.8,0,0,0,0
700,905,225.66,138.52,0,0,0,0
701,905,227.78,136.47,0,0,0,0
702,905,229.51,134.76,0,0,0,0
703,905,231.09,133.13,0,0,0,0
704,905,232.54,131.64,0,0,0,0
705,905,233.87,130.27,0,0,0,0
706,905,235.1,129.0,0,0,0,0
707,905,236.33,127.74,0,0,0,0
708,905,237.49,126.47,0,0,0,0
709,905,238.7,125.2,0,0,0,0
710,905,239.95,123.94,0,0,0,0
711,905,241.35,122.59,0,0,0,0
712,905,242.81,121.16,0,0,0,0
713,905,244.41,119.54,0,0,0,0
714,905,246.18,117.88,0,0,0,0
715,905,248.11,116.16,0,0,0,0
716,905,250.15,114.46,0,0,0,0
717,905,252.21,112.87,0,0,0,0
718,905,254.24,111.34,0,0,0,0
719,905,256.13,110.04,0,0,0,0
720,905,257.77,108.9,0,0,0,0
721,905,259.33,107.84,0,0,0,0
722,905,260.77,106.98,0,0,0,0
723,905,262.13,106.23,0,0,0,0
724,905,263.52,105.54,0,0,0,0
725,905,265.18,104.78,0,0,0,0
726,905,267.2,104.0,0,0,0,0
727,905,269.76,103.05,0,0,0,0
728,905,272.66,102.06,0,0,0,0
729,905,275.72,101.07,0,0,0,0
730,905,279.04,100.01,0,0,0,0
731,905,282.71,98.97,0,0,0,0
732,905,286.73,97.88,0,0,0,0
733,905,291.02,96.83,0,0,0,0
734,905,295.53,95.8,0,0,0,0
735,905,300.27,94.73,0,0,0,0
736,905,305.06,93.71,0,0,0,0
737,905,309.68,92.72,0,0,0,0
738,905,314.11,91.8,0,0,0,0
739,905,318.44,90.93,0,0,0,0
740,905,322.67,90.06,0,0,0,0
741,905,326.83,89.18,0,0,0,0
742,905,330.73,88.32,0,0,0,0
743,905,334.28,87.46,0,0,0,0
744,905,337.9,86.5,0,0,0,0
745,905,341.56,85.55,0,0,0,0
746,905,345.26,84.57,0,0,0,0
747,905,348.83,83.61,0,0,0,0
748,905,352.33,82.75,0,0,0,0
749,905,355.78,81.83,0,0,0,0
750,905,359.18,80.9,0,0,0,0
751,905,362.46,79.94,0,0,0,0
752,905,365.55,79.03,0,0,0,0
753,905,368.47,78.12,0,0,0,0
754,905,371.49,77.17,0,0,0,0
755,905,374.83,76.19,0,0,0,0
756,905,378.46,75.13,0,0,0,0
757,905,382.44,73.94,0,0,0,0
758,905,386.77,72.71,0,0,0,0
759,905,391.33,71.5,0,0,0,0
760,905,395.96,70.36,0,0,0,0
761,905,400.49,69.34,0,0,0,0
762,905,404.88,68.41,0,0,0,0
763,905,409.06,67.47,0,0,0,0
764,905,412.93,66.62,0,0,0,0
765,905,416.29,65.8,0,0,0,0
766,905,418.97,65.13,0,0,0,0
767,905,420.93,64.6,0,0,0,0
768,905,422.43,64.19,0,0,0,0
769,905,423.51,63.8,0,0,0,0
770,905,424.27,63.48,0,0,0,0
771,905,424.81,63.16,0,0,0,0
772,905,425.25,62.88,0,0,0,0
773,905,425.59,62.59,0,0,0,0
774,905,425.99,62.25,0,0,0,0
775,905,426.8,61.91,0,0,0,0
776,905,428.2,61.49,0,0,0,0
777,905,430.32,61.06,0,0,0,0
778,905,433.11,60.65,0,0,0,0
779,905,436.61,60.2,0,0,0,0
780,905,440.68,59.73,0,0,0,0
781,905,445.23,59.28,0,0,0,0
782,905,450.01,58.84,0,0,0,0
783,905,454.79,58.35,0,0,0,0
784,905,459.39,58.03,0,0,0,0
785,905,463.53,57.76,0,0,0,0
786,905,467.06,57.54,0,0,0,0
787,905,469.73,57.3,0,0,0,0
788,905,471.74,57.17,0,0,0,0
789,905,473.28,57.07,0,0,0,0
790,905,474.37,57.03,0,0,0,0
791,905,475.06,57.09,0,0,0,0
792,905,475.39,57.19,0,0,0,0
793,905,475.59,57.3,0,0,0,0
794,905,475.58,57.4,0,0,0,0
795,905,475.54,57.47,0,0,0,0
796,905,475.46,57.49,0,0,0,0
797,905,475.39,57.53,0,0,0,0
798,905,475.42,57.57,0,0,0,0
799,905,475.48,57.51,0,0,0,0
800,905,475.56,57.44,0,0,0,0
801,905,475.64,57.28,0,0,0,0
802,905,475.8,57.13,0,0,0,0
803,905,476.01,56.87,0,0,0,0
804,905,476.35,56.7,0,0,0,0
805,905,476.75,56.49,0,0,0,0
806,905,477.23,56.33,0,0,0,0
807,905,477.92,56.14,0,0,0,0
808,905,478.66,55.96,0,0,0,0
809,905,479.49,55.74,0,0,0,0
810,905,480.36,55.53,0,0,0,0
811,905,481.25,55.35,0,0,0,0
812,905,482.24,55.16,0,0,0,0
813,905,483.22,55.0,0,0,0,0
814,905,484.16,54.89,0,0,0,0
815,905,485.06,54.76,0,0,0,0
816,905,485.94,54.68,0,0,0,0
817,905,486.83,54.64,0,0,0,0
818,905,487.75,54.66,0,0,0,0
819,905,488.64,54.66,0,0,0,0
820,905,489.61,54.71,0,0,0,0
821,905,490.75,54.66,0,0,0,0
822,905,492.05,54.66,0,0,0,0
823,905,493.46,54.68,0,0,0,0
824,905,495.13,54.77,0,0,0,0
825,905,496.89,54.8,0,0,0,0
826,905,498.66,54.81,0,0,0,0
827,905,500.59,54.82,0,0,0,0
828,905,502.68,54.86,0,0,0,0
829,905,505.03,54.96,0,0,0,0
830,905,507.62,55.11,0,0,0,0
831,905,510.5,55.34,0,0,0,0
832,905,513.47,55.68,0,0,0,0
833,905,516.52,56.05,0,0,0,0
834,905,519.6,56.55,0,0,0,0
835,905,522.67,56.99,0,0,0,0
836,905,525.61,57.56,0,0,0,0
837,905,528.24,58.09,0,0,0,0
838,905,530.54,58.59,0,0,0,0
839,905,532.31,58.91,0,0,0,0
840,905,533.57,59.08,0,0,0,0
841,905,534.63,59.1,0,0,0,0
842,905,535.44,59.0,0,0,0,0
843,905,536.04,58.86,0,0,0,0
844,905,536.54,58.62,0,0,0,0
845,905,536.91,58.39,0,0,0,0
846,905,537.22,58.17,0,0,0,0
847,905,537.47,57.87,0,0,0,0
848,905,537.63,57.63,0,0,0,0
849,905,537.81,57.25,0,0,0,0
850,905,538.01,56.96,0,0,0,0
851,905,538.24,56.67,0,0,0,0
852,905,538.59,56.41,0,0,0,0
853,905,539.04,56.11,0,0,0,0
854,905,539.63,55.85,0,0,0,0
855,905,540.52,55.73,0,0,0,0
856,905,541.77,55.76,0,0,0,0
857,905,543.3,55.97,0,0,0,0
858,905,545.1,56.29,0,0,0,0
859,905,547.12,56.79,0,0,0,0
860,905,549.39,57.32,0,0,0,0
861,905,551.89,57.93,0,0,0,0
862,905,554.45,58.64,0,0,0,0
863,905,557.0,59.24,0,0,0,0
864,905,559.63,59.89,0,0,0,0
865,905,562.29,60.61,0,0,0,0
866,905,565.06,61.32,0,0,0,0
867,905,567.7,62.11,0,0,0,0
868,905,570.49,63.06,0,0,0,0
869,905,573.55,64.16,0,0,0,0
870,905,577.01,65.46,0,0,0,0
871,905,580.69,66.9,0,0,0,0
872,905,584.65,68.5,0,0,0,0
873,905,588.76,70.16,0,0,0,0
874,905,592.79,71.8,0,0,0,0
875,905,596.58,73.37,0,0,0,0
876,905,599.78,74.79,0,0,0,0
877,905,602.5,76.04,0,0,0,0
878,905,604.77,77.12,0,0,0,0
879,905,606.54,78.1,0,0,0,0
880,905,607.9,78.93,0,0,0,0
881,905,608.76,79.77,0,0,0,0
882,905,609.45,80.74,0,0,0,0
883,905,610.04,81.77,0,0,0,0
884,905,610.6,82.93,0,0,0,0
885,905,611.29,84.21,0,0,0,0
886,905,612.25,85.77,0,0,0,0
887,905,613.42,87.66,0,0,0,0
888,905,614.63,89.83,0,0,0,0
889,905,615.84,92.17,0,0,0,0
890,905,616.92,94.62,0,0,0,0
891,905,618.04,97.09,0,0,0,0
892,905,619.08,99.46,0,0,0,0
893,905,620.03,101.76,0,0,0,0
894,905,620.82,103.82,0,0,0,0
895,905,621.4,105.72,0,0,0,0
896,905,621.73,107.33,0,0,0,0
897,905,621.75,108.49,0,0,0,0
898,905,621.46,109.28,0,0,0,0
899,905,621.1,109.78,0,0,0,0
900,905,620.71,110.15,0,0,0,0
901,905,620.41,110.45,0,0,0,0
902,905,620.04,110.64,0,0,0,0
903,905,619.6,110.67,0,0,0,0
904,905,619.18,110.65,0,0,0,0
905,905,618.89,110.63,0,0,0,0
906,905,618.68,110.62,0,0,0,0
907,905,618.51,110.67,0,0,0,0
908,905,618.46,110.68,0,0,0,0
909,905,618.51,110.77,0,0,0,0
910,905,618.63,110.9,0,0,0,0
911,905,618.81,111.04,0,0,0,0
912,905,619.03,111.28,0,0,0,0
913,905,619.33,111.58,0,0,0,0
914,905,619.68,111.96,0,0,0,0
915,905,620.15,112.4,0,0,0,0
916,905,620.61,112.93,0,0,0,0
917,905,621.1,113.62,0,0,0,0
918,905,621.75,114.49,0,0,0,0
919,905,622.48,115.54,0,0,0,0
920,905,623.25,116.76,0,0,0,0
921,905,624.08,118.14,0,0,0,0
922,905,625.0,119.5,0,0,0,0
923,905,625.85,120.91,0,0,0,0
924,905,626.69,122.29,0,0,0,0
925,905,627.49,123.59,0,0,0,0
926,905,628.21,124.86,0,0,0,0
927,905,628.8,125.93,0,0,0,0
928,905,629.25,126.87,0,0,0,0
929,905,629.6,127.59,0,0,0,0
930,905,629.8,128.22,0,0,0,0
931,905,629.89,128.73,0,0,0,0
932,905,629.98,129.17,0,0,0,0
933,905,630.04,129.59,0,0,0,0
934,905,630.09,129.95,0,0,0,0
935,905,630.09,130.22,0,0,0,0
936,905,630.16,130.46,0,0,0,0
937,905,630.22,130.74,0,0,0,0
938,905,630.36,130.97,0,0,0,0
939,905,630.47,131.24,0,0,0,0
940,905,630.62,131.55,0,0,0,0
941,905,630.79,131.81,0,0,0,0
942,905,630.97,132.05,0,0,0,0
