time,animal_id,x,y,distance,average_speed,average_acceleration,direction
1,905,366.06,451.76,0,0,0,0
2,905,365.86,451.76,0,0,0,0
3,905,365.7,451.76,0,0,0,0
4,905,365.57,451.76,0,0,0,0
5,905,365.47,451.76,0,0,0,0
6,905,365.39,451.76,0,0,0,0
7,905,365.35,451.76,0,0,0,0
8,905,365.33,451.76,0,0,0,0
9,905,365.34,451.76,0,0,0,0
10,905,365.36,451.81,0,0,0,0
11,905,365.4,451.81,0,0,0,0
12,905,365.46,451.79,0,0,0,0
13,905,365.47,451.74,0,0,0,0
14,905,365.47,451.68,0,0,0,0
15,905,365.46,451.6,0,0,0,0
16,905,365.44,451.52,0,0,0,0
17,905,365.41,451.43,0,0,0,0
18,905,365.32,451.34,0,0,0,0
19,905,365.26,451.26,0,0,0,0
20,905,365.22,451.2,0,0,0,0
21,905,365.31,451.15,0,0,0,0
22,905,365.39,451.13,0,0,0,0
23,905,365.44,451.13,0,0,0,0
24,905,365.5,451.18,0,0,0,0
25,905,365.57,451.18,0,0,0,0
26,905,365.64,451.18,0,0,0,0
27,905,365.71,451.18,0,0,0,0
28,905,365.77,451.22,0,0,0,0
29,905,365.82,451.22,0,0,0,0
30,905,365.81,451.2,0,0,0,0
31,905,365.85,451.16,0,0,0,0
32,905,365.86,451.09,0,0,0,0
33,905,365.91,451.01,0,0,0,0
34,905,365.91,450.93,0,0,0,0
35,905,365.95,450.84,0,0,0,0
36,905,365.98,450.75,0,0,0,0
37,905,366.04,450.63,0,0,0,0
38,905,366.08,450.56,0,0,0,0
39,905,366.1,450.54,0,0,0,0
40,905,366.15,450.52,0,0,0,0
41,905,366.11,450.58,0,0,0,0
42,905,366.06,450.73,0,0,0,0
43,905,365.99,450.86,0,0,0,0
44,905,365.88,451.05,0,0,0,0
45,905,365.87,451.22,0,0,0,0
46,905,365.84,451.37,0,0,0,0
47,905,365.79,451.47,0,0,0,0
48,905,365.78,451.54,0,0,0,0
49,905,365.9,451.56,0,0,0,0
50,905,366.05,451.58,0,0,0,0
51,905,366.21,451.5,0,0,0,0
52,905,366.42,451.37,0,0,0,0
53,905,366.66,451.23,0,0,0,0
54,905,366.92,451.09,0,0,0,0
55,905,367.08,451.01,0,0,0,0
56,905,367.27,450.96,0,0,0,0
57,905,367.42,450.96,0,0,0,0
58,905,367.51,451.0,0,0,0,0
59,905,367.57,451.01,0,0,0,0
60,905,367.62,451.03,0,0,0,0
61,905,367.65,451.07,0,0,0,0
62,905,367.72,451.11,0,0,0,0
63,905,367.82,451.16,0,0,0,0
64,905,367.86,451.18,0,0,0,0
65,905,367.92,451.17,0,0,0,0
66,905,367.97,451.15,0,0,0,0
67,905,367.99,451.2,0,0,0,0
68,905,367.99,451.26,0,0,0,0
69,905,367.97,451.34,0,0,0,0
70,905,367.92,451.38,0,0,0,0
71,905,367.86,451.47,0,0,0,0
72,905,367.77,451.58,0,0,0,0
73,905,367.71,451.7,0,0,0,0
74,905,367.67,451.83,0,0,0,0
75,905,367.62,451.91,0,0,0,0
76,905,367.63,452.06,0,0,0,0
77,905,367.61,452.13,0,0,0,0
78,905,367.51,452.19,0,0,0,0
79,905,367.38,452.31,0,0,0,0
80,905,367.26,452.39,0,0,0,0
81,905,367.07,452.5,0,0,0,0
82,905,366.87,452.63,0,0,0,0
83,905,366.69,452.75,0,0,0,0
84,905,366.58,452.85,0,0,0,0
85,905,366.48,453.01,0,0,0,0
86,905,366.39,453.15,0,0,0,0
87,905,366.34,453.28,0,0,0,0
88,905,366.25,453.34,0,0,0,0
89,905,366.19,453.4,0,0,0,0
90,905,366.16,453.57,0,0,0,0
91,905,366.09,453.62,0,0,0,0
92,905,366.02,453.69,0,0,0,0
93,905,365.93,453.71,0,0,0,0
94,905,365.9,453.69,0,0,0,0
95,905,365.83,453.66,0,0,0,0
96,905,365.85,453.66,0,0,0,0
97,905,365.93,453.67,0,0,0,0
98,905,366.05,453.69,0,0,0,0
99,905,366.13,453.73,0,0,0,0
100,905,366.26,453.76,0,0,0,0
101,905,366.36,453.75,0,0,0,0
102,905,366.41,453.77,0,0,0,0
103,905,366.43,453.89,0,0,0,0
104,905,366.37,454.05,0,0,0,0
105,905,366.31,454.18,0,0,0,0
106,905,366.24,454.31,0,0,0,0
107,905,366.15,454.42,0,0,0,0
108,905,366.09,454.5,0,0,0,0
109,905,366.08,454.54,0,0,0,0
110,905,366.13,454.62,0,0,0,0
111,905,366.22,454.69,0,0,0,0
112,905,366.34,454.73,0,0,0,0
113,905,366.51,454.75,0,0,0,0
114,905,366.74,454.75,0,0,0,0
115,905,366.88,454.66,0,0,0,0
116,905,366.97,454.66,0,0,0,0
117,905,366.99,454.64,0,0,0,0
118,905,366.95,454.68,0,0,0,0
119,905,366.92,454.76,0,0,0,0
120,905,366.86,454.89,0,0,0,0
121,905,366.76,455.04,0,0,0,0
122,905,366.63,455.21,0,0,0,0
123,905,366.56,455.38,0,0,0,0
124,905,366.49,455.55,0,0,0,0
125,905,366.44,455.66,0,0,0,0
126,905,366.42,455.77,0,0,0,0
127,905,366.43,455.88,0,0,0,0
128,905,366.47,455.97,0,0,0,0
129,905,366.43,456.02,0,0,0,0
130,905,366.42,456.09,0,0,0,0
131,905,366.44,456.13,0,0,0,0
132,905,366.49,456.18,0,0,0,0
133,905,366.51,456.26,0,0,0,0
134,905,366.59,456.36,0,0,0,0
135,905,366.69,456.47,0,0,0,0
136,905,366.83,456.58,0,0,0,0
137,905,366.98,456.68,0,0,0,0
138,905,367.14,456.72,0,0,0,0
139,905,367.25,456.76,0,0,0,0
140,905,367.38,456.87,0,0,0,0
141,905,367.51,456.99,0,0,0,0
142,905,367.62,457.12,0,0,0,0
143,905,367.71,457.25,0,0,0,0
144,905,367.84,457.36,0,0,0,0
145,905,367.95,457.44,0,0,0,0
146,905,368.03,457.44,0,0,0,0
147,905,368.03,457.51,0,0,0,0
148,905,368.1,457.64,0,0,0,0
149,905,368.19,457.7,0,0,0,0
150,905,368.28,457.76,0,0,0,0
151,905,368.37,457.81,0,0,0,0
152,905,368.44,457.83,0,0,0,0
153,905,368.48,457.91,0,0,0,0
